# ----------------------------------------------------------------------------
#  1 / 215 Printsessa_Garmonii.fb2
# ----------------------------------------------------------------------------
 1     44.325 | Серокрылый                     | Принцесса Гармонии
 2      0.451 | В облаках пушистых лапки       | Город на цепи
 3      0.321 | Золотой камень                 | Сборник омегаверс драбблов
 4      0.321 | Disen                          | Время любви
 5      0.295 | Odd Meat                       | Жидкая тьма
 6      0.225 | RusStarik                      | Добро пожаловать и до свидания
 7      0.224 | devkv                          | Теория хаоса
 8      0.204 | kasket                         | ЧМ Повседневность
 9      0.193 | DarkKnight                     | Город Тысячи Мостов
10      0.186 | Дарий                          | Власть одного
11      0.183 | Orc01                          | Спроси пустыню
12      0.181 | VIM                            | Влекомые роком
13      0.179 | Violetmoon                     | Летописи Защитника Новый мир
14      0.178 | Angelripper                    | Меткостиратели
15      0.177 | T 80U                          | Эквестрия 84
16      0.167 | nightdragone                   | Чужая земля
17      0.167 | GorMITYA                       | Проклятый
18       0.16 | Avrelia                        | Родные земли
19      0.152 | Dim                            | Сказка о том как умирают города государства
20      0.151 | Аська_Видт                     | Шанс
# ----------------------------------------------------------------------------
#  182 / 215 Fallout_Equestria_Pod_svetom_solntsa.fb2
# ----------------------------------------------------------------------------
 1     41.904 | ГневныйТаракан                 | Fallout Equestria Под светом солнца
 2      0.765 | Dozornui                       | FO E Схватка в Разломе
 3      0.627 | Isaac                          | Оттенки красного
 4       0.51 | ArcaneTesla                    | Fallout Equestria Science and pain
 5      0.466 | PyatsotChetverty               | My little Sniper Объект 504
 6      0.448 | Хеллфайр Файр                  | Fallout Equestria Виват Литтлпип
 7      0.427 | Valdemar                       | Закон Эквестрии Союз Пяти Фигур
 8      0.424 | defklo                         | Fallout Equestria Frozen Shores
 9      0.415 | dkarm                          | Торговый дом Зелёная миля
10        0.4 | Техноягуар                     | Фоллаут Эквестрия Лунные Тени
11      0.376 | Лесси Форест                   | Хроники Роя
12      0.371 | dzhaur                         | Гнет Судеб
13      0.361 | Т 90А                          | Призраки иного мира
14      0.344 | Mister Karter                  | Пересечение миров
15      0.343 | Valdemar                       | Закон Эквестрии
16      0.342 | Orc01                          | Спроси пустыню
17       0.34 | Genosse_Mauser                 | Путь к миру
18      0.322 | LIZARMEN                       | АМК агентство магических катастроф
19      0.319 | Cristal_Hard                   | Fallout Equestria Документ Т 600
20      0.318 | Anonymous                      | Fallout Long Road to Home
# ----------------------------------------------------------------------------
#  183 / 215 Vremya_lybvi.fb2
# ----------------------------------------------------------------------------
 1     47.813 | Disen                          | Время любви
 2      1.059 | pEqAkToP                       | Fallout Equestria Time Turner
 3      0.981 | Дарий                          | Война трех знамен
 4      0.387 | Valdemar                       | Закон Эквестрии Союз Пяти Фигур
 5      0.279 | Orc01                          | Спроси пустыню
 6      0.274 | Dim                            | Сказка о том как умирают города государства
 7      0.272 | Powerful Darkness              | Кровь Пар Сталь
 8      0.233 | Дарий                          | Власть одного
 9      0.204 | Dim                            | Planescape сказка о Бестолочи
10      0.186 | sasha4                         | Темная и Белая жизнь Пробуждение силы
11      0.185 | Eriol                          | Властелин Колец Содружество это магия
12      0.178 | В облаках пушистых лапки       | Город на цепи
13      0.171 | Золотой камень                 | Сборник омегаверс драбблов
14      0.167 | Аська_Видт                     | Шанс
15      0.162 | Dim                            | Planescape сказка о леди и рыцаре
16      0.153 | Inok 9                         | Огненные крылья
17      0.152 | Avrelia                        | Родные земли
18      0.148 | Alex Unknown                   | Хроники одного гвардейца
19      0.146 | devkv                          | Теория хаоса
20      0.142 | Dozornui                       | FO E Схватка в Разломе
# ----------------------------------------------------------------------------
#  184 / 215 ChM_Povsednevnost_.fb2
# ----------------------------------------------------------------------------
 1     37.983 | kasket                         | ЧМ Повседневность
 2      0.649 | shadowiq                       | Новое начало
 3      0.487 | Jodi Redlot                    | Дюжина Беллатора
 4      0.461 | В облаках пушистых лапки       | Город на цепи
 5      0.456 | MaitreSerge                    | Окно в Эквестрию
 6      0.415 | kasket                         | Чужая магия
 7       0.31 | Золотой камень                 | Сборник омегаверс драбблов
 8      0.309 | Acco                           | Единая Эквестрия
 9      0.262 | Odd Meat                       | Жидкая тьма
10      0.259 | Хризолит                       | Эпоха полночных кошмаров
11      0.241 | StunningBubble                 | Кабанеро
12      0.219 | Золотой камень                 | Одна под безмолвным небом
13      0.213 | Eriol                          | Властелин Колец Содружество это магия
14      0.209 | Золотой камень                 | В две нитки
15      0.205 | DarkKnight                     | Сломанная Игрушка
16      0.193 | T 80U                          | Эквестрия 84
17       0.19 | RusStarik                      | Добро пожаловать и до свидания
18      0.182 | Золотой камень                 | Эпоха полночных кошмаров Преемники
19      0.158 | Moonwhisper                    | Вторая Жизнь том третий примирение с настоящим
20      0.155 | DarkKnight                     | Город Тысячи Мостов
# ----------------------------------------------------------------------------
#  185 / 215 Litso_pod_maskoy.fb2
# ----------------------------------------------------------------------------
 1     54.333 | shadow478                      | Лицо под маской
 2      0.359 | Eriol                          | Властелин Колец Содружество это магия
 3      0.266 | Дарий                          | Война трех знамен
 4      0.249 | DarkKnight                     | Дорога из желтого кирпича
 5      0.234 | Archi                          | Hollow Shades
 6       0.23 | Miku                           | Иная Эквестрия Чёрное и белое
 7       0.22 | shadowiq                       | Новое начало
 8      0.204 | Бабаян                         | Некромантия
 9      0.204 | nightdragone                   | Защитник
10      0.199 | Дрэкэнг_В_В                    | Обман
11      0.196 | defklo                         | Fallout Equestria Frozen Shores
12      0.195 | sasha4                         | Темная и Белая жизнь
13      0.192 | Дарий                          | Власть одного
14      0.189 | brothergabriel                 | Безвестные Жертвы
15      0.187 | Dor 3                          | Не в метке дело
16      0.184 | Enotec                         | My Little Pony Oblivion
17      0.175 | Золотой камень                 | Сборник омегаверс драбблов
18       0.17 | MaitreSerge                    | Окно в Эквестрию
19      0.158 | Dim                            | Planescape сказка о Бестолочи
20      0.157 | GregoryMars                    | МЛП Месть Волка
# ----------------------------------------------------------------------------
#  186 / 215 Neobychnoe_Zadanie_ili_BlackWood_ne_trogay_poni.fb2
# ----------------------------------------------------------------------------
 1     40.107 | Лоренциано                     | Необычное Задание или BlackWood не трогай пони
 2      0.654 | Лоренциано                     | My Little Assuming Control или Шаловливые ручонки Шепарда
 3      0.635 | Ivan_Magregor                  | Апокалипсис рождение Императора
 4      0.483 | BlaadwinDufo                   | Девочка и Королева
 5      0.416 | Mister Karter                  | Пересечение миров
 6      0.383 | В облаках пушистых лапки       | Город на цепи
 7      0.299 | Violetmoon                     | Золотое солнышко
 8      0.268 | DarkKnight                     | Дорога из желтого кирпича
 9       0.24 | Золотой камень                 | Сборник омегаверс драбблов
10      0.238 | devkv                          | Теория хаоса
11      0.231 | T 80U                          | Эквестрия 84
12      0.229 | Genosse_Mauser                 | Путь к миру
13      0.219 | niklaykin                      | Извилистый путь
14      0.214 | Orc01                          | Спроси пустыню
15      0.211 | MrKartofelnayaOchistka         | Странник Путешествие второе Между мирами
16      0.197 | Disen                          | Время любви
17      0.183 | Mihaello                       | FoE Ответ
18      0.181 | Avrelia                        | Родные земли
19      0.179 | DarkKnight                     | Солнце в рюкзаке
20      0.173 | defklo                         | Fallout Equestria Frozen Shores
# ----------------------------------------------------------------------------
#  187 / 215 Temnaya_i_Belaya_zhizn_.fb2
# ----------------------------------------------------------------------------
 1     40.398 | sasha4                         | Темная и Белая жизнь
 2      5.644 | sasha4                         | Темная и Белая жизнь Пробуждение силы
 3      0.619 | sasha4                         | Компас
 4      0.494 | Valdemar                       | Закон Эквестрии Союз Пяти Фигур
 5       0.44 | Дарий                          | Война трех знамен
 6      0.424 | Дарий                          | Власть одного
 7      0.398 | Disen                          | Время любви
 8      0.362 | Аська_Видт                     | Шанс
 9      0.359 | LIZARMEN                       | АМК агентство магических катастроф
10      0.358 | Miku                           | Иная Эквестрия Чёрное и белое
11      0.345 | Пчёланчик                      | Дикие
12      0.329 | shadow478                      | Лицо под маской
13      0.327 | PyatsotChetverty               | My little Sniper Объект 504
14      0.326 | Avrelia                        | Родные земли
15      0.323 | В облаках пушистых лапки       | Город на цепи
16       0.31 | Золотой камень                 | Одна под безмолвным небом
17      0.302 | VOY Баян                       | Сказки служивого Воя
18      0.301 | Violetmoon                     | Золотое солнышко
19      0.301 | LeoFox                         | Tannis
20      0.296 | RusStarik                      | Добро пожаловать и до свидания
# ----------------------------------------------------------------------------
#  188 / 215 Peresechenie_mirov.fb2
# ----------------------------------------------------------------------------
 1     48.212 | Mister Karter                  | Пересечение миров
 2       1.56 | Isaac                          | Оттенки красного
 3      0.727 | В облаках пушистых лапки       | Fallout Equestria Soldiers Of The Dark Ages
 4      0.683 | Genosse_Mauser                 | Путь к миру
 5      0.426 | Dozornui                       | FO E Схватка в Разломе
 6      0.334 | defklo                         | Fallout Equestria Frozen Shores
 7      0.313 | viperserj                      | Игра без счета
 8      0.287 | dkarm                          | Торговый дом Зелёная миля
 9      0.282 | Серокрылый                     | Принцесса Гармонии
10      0.266 | Shadowmere                     | Солдаты неба
11      0.263 | В облаках пушистых лапки       | Город на цепи
12      0.259 | Bf109                          | Авиация Эквестрии
13      0.232 | MadIVIax                       | Песнь Солнца и Луны Чёрный Кристалл
14      0.226 | Техноягуар                     | Фоллаут Эквестрия Лунные Тени
15      0.217 | Acco                           | Единая Эквестрия
16      0.217 | Бебель                         | Унесенные землянкой
17      0.212 | Archi                          | Hollow Shades
18      0.208 | Лесси Форест                   | Хроники Роя
19      0.203 | Drakon_ST_                     | Дракон из паралельного мира
20      0.202 | PyatsotChetverty               | My little Sniper Объект 504
# ----------------------------------------------------------------------------
#  189 / 215 Raduzhnyy_anabasis.fb2
# ----------------------------------------------------------------------------
 1     52.204 | HerbSmoker                     | Радужный анабасис
 2      1.097 | Bf109                          | Авиация Эквестрии
 3       0.45 | Romuald                        | Сказки небесного домика
 4      0.314 | В облаках пушистых лапки       | Город на цепи
 5      0.251 | PyatsotChetverty               | My little Sniper Объект 504
 6      0.195 | HardwareWitchman               | Семь дней в Коппервилле
 7      0.187 | Dim                            | Planescape сказка о леди и рыцаре
 8      0.187 | Stamerly Wings                 | The Day When I Found My Phobies
 9      0.163 | defklo                         | Fallout Equestria Frozen Shores
10      0.156 | GORynytch                      | Моя маленькая Твайли искорка изменившая мою жизнь
11      0.146 | lividus                        | Сегодня они проснулись не в себе
12      0.144 | Anonymous                      | Кольцо 3 Реинкарнация Анонимуса Рабочее название
13      0.135 | Hamuro                         | История сталкера в Fo E История I
14       0.13 | Artes Septim                   | Тень падших
15       0.13 | Хризолит                       | Эпоха полночных кошмаров
16      0.129 | Dim                            | Сказка о том как умирают города государства
17      0.129 | Avrelia                        | Родные земли
18      0.127 | Miku                           | Иная Эквестрия Чёрное и белое
19      0.126 | Pixel_Buster                   | Элементы дружбы
20      0.119 | Техноягуар                     | Фоллаут Эквестрия Лунные Тени
# ----------------------------------------------------------------------------
#  190 / 215 Skazki_nebesnogo_domika.fb2
# ----------------------------------------------------------------------------
 1     46.209 | Romuald                        | Сказки небесного домика
 2      1.439 | Bf109                          | Авиация Эквестрии
 3      0.573 | Nox                            | Тяга к знаниям
 4      0.559 | Angelripper                    | Меткостиратели
 5      0.522 | MaitreSerge                    | Окно в Эквестрию
 6      0.494 | VOY Баян                       | Сказки служивого Воя
 7      0.489 | Золотой камень                 | Одна под безмолвным небом
 8      0.438 | Золотой камень                 | Сборник омегаверс драбблов
 9      0.394 | DarkKnight                     | Город Тысячи Мостов
10      0.377 | Eriol                          | Властелин Колец Содружество это магия
11      0.348 | TopT                           | Понь бледный
12      0.309 | Inok 9                         | Огненные крылья
13      0.301 | В облаках пушистых лапки       | Город на цепи
14      0.292 | Dim                            | Сказка о новом Понивилле
15      0.286 | Acco                           | Единая Эквестрия
16      0.282 | DarkKnight                     | Солнце в рюкзаке
17      0.253 | Viktoraito                     | Доктор Дерп
18       0.25 | nightdragone                   | Небольшая зарисовка из жизни Эквестрии
19      0.246 | deep                           | Полярная повесть
20      0.245 | FudzySparkle                   | Посланник в Эквестрии
# ----------------------------------------------------------------------------
#  191 / 215 Vlast_odnogo.fb2
# ----------------------------------------------------------------------------
 1     58.253 | Дарий                          | Власть одного
 2      0.331 | Дарий                          | Война трех знамен
 3        0.2 | Техноягуар                     | Фоллаут Эквестрия Лунные Тени
 4      0.128 | В облаках пушистых лапки       | Город на цепи
 5      0.125 | Eriol                          | Властелин Колец Содружество это магия
 6      0.118 | shadow478                      | Лицо под маской
 7      0.115 | TopT                           | Понь бледный
 8      0.114 | Valdemar                       | Закон Эквестрии Союз Пяти Фигур
 9      0.112 | VOY Баян                       | Сказки служивого Воя
10      0.108 | Angelripper                    | Меткостиратели
11      0.103 | sasha4                         | Темная и Белая жизнь Пробуждение силы
12      0.101 | Stamerly Wings                 | The Day When I Found My Phobies
# ----------------------------------------------------------------------------
#  192 / 215 Zakon_Ekvestrii.fb2
# ----------------------------------------------------------------------------
 1       50.3 | Valdemar                       | Закон Эквестрии
 2      5.283 | Valdemar                       | Закон Эквестрии Союз Пяти Фигур
 3      0.597 | VIM                            | Влекомые роком
 4      0.424 | Дарий                          | Власть одного
 5      0.366 | Дарий                          | Война трех знамен
 6       0.33 | pEqAkToP                       | Fallout Equestria Time Turner
 7      0.315 | sasha4                         | Темная и Белая жизнь Пробуждение силы
 8      0.297 | Avrelia                        | Родные земли
 9      0.295 | LIZARMEN                       | АМК агентство магических катастроф
10      0.287 | HardwareWitchman               | Семь дней в Коппервилле
11      0.284 | Дрэкэнг_В_В                    | Обман
12       0.28 | Eriol                          | Властелин Колец Содружество это магия
13      0.274 | Dim                            | Сказка о том как умирают города государства
14      0.272 | Archi                          | Hollow Shades
15      0.268 | Isaac                          | Оттенки красного
16      0.265 | MrKartofelnayaOchistka         | Странник Путешествие второе Между мирами
17      0.261 | Лесси Форест                   | Хроники Роя
18       0.24 | TopT                           | Понь бледный
19      0.234 | Krelkin                        | Кандран
20      0.234 | Бабаян                         | Некромантия
# ----------------------------------------------------------------------------
#  193 / 215 Strannik_Puteshestvie_vtoroe_Mezhdu_mirami.fb2
# ----------------------------------------------------------------------------
 1     44.889 | MrKartofelnayaOchistka         | Странник Путешествие второе Между мирами
 2      0.546 | GORynytch                      | Моя маленькая Твайли искорка изменившая мою жизнь
 3      0.447 | В облаках пушистых лапки       | Город на цепи
 4      0.391 | Серокрылый                     | Принцесса Гармонии
 5      0.249 | Avrelia                        | Родные земли
 6      0.234 | Техноягуар                     | Фоллаут Эквестрия Лунные Тени
 7      0.193 | Isaac                          | Оттенки красного
 8       0.19 | Valdemar                       | Закон Эквестрии Союз Пяти Фигур
 9       0.19 | PyatsotChetverty               | My little Sniper Объект 504
10      0.183 | MadIVIax                       | Песнь Солнца и Луны Чёрный Кристалл
11      0.182 | HardwareWitchman               | Семь дней в Коппервилле
12      0.179 | FobosShadow                    | Вознесение
13      0.176 | Лоренциано                     | Необычное Задание или BlackWood не трогай пони
14      0.164 | deep                           | Полярная повесть
15      0.164 | Angelripper                    | Меткостиратели
16      0.153 | lividus                        | Сегодня они проснулись не в себе
17       0.15 | Dim                            | Planescape сказка о леди и рыцаре
18       0.15 | Ivan_Magregor                  | Апокалипсис рождение Императора
19       0.15 | KleVeR                         | Киберпони
20      0.146 | HerbSmoker                     | Радужный анабасис
# ----------------------------------------------------------------------------
#  194 / 215 Chronicles_Postapocalypse_Secrets_of_Equestria.fb2
# ----------------------------------------------------------------------------
 1     31.715 | Faktor93                       | Chronicles Postapocalypse Secrets of Equestria
 2      4.033 | Faktor93                       | Chronicles Postapocalypse Equestria
 3      2.403 | Faktor93                       | Хроники Постапокалипса Иномирье
 4      0.446 | Хеллфайр Файр                  | Fallout Equestria Виват Литтлпип
 5      0.375 | shadowiq                       | Новое начало
 6      0.352 | Orc01                          | Спроси пустыню
 7      0.344 | Fracture                       | Стражи Эквестрии 1 Эпизод V Конец Цикла
 8       0.33 | niklaykin                      | Извилистый путь
 9      0.326 | deep                           | Полярная повесть
10      0.325 | LIZARMEN                       | АМК агентство магических катастроф
11      0.315 | Золотой камень                 | В две нитки
12      0.312 | MaitreSerge                    | Окно в Эквестрию
13      0.311 | Техноягуар                     | Фоллаут Эквестрия Лунные Тени
14      0.307 | Acco                           | Единая Эквестрия
15      0.306 | Legion2709                     | Ласковый дождь
16      0.302 | Valdemar                       | Закон Эквестрии Союз Пяти Фигур
17      0.302 | T 80U                          | Эквестрия 84
18      0.298 | kasket                         | ЧМ Повседневность
19      0.298 | DarkKnight                     | Солнце в рюкзаке
20      0.295 | axsel_1995                     | Затмение II Пламенное сердце
# ----------------------------------------------------------------------------
#  195 / 215 Moya_malen_kaya_Tvayli_iskorka_izmenivshaya_moy_zhizn_.fb2
# ----------------------------------------------------------------------------
 1     53.861 | GORynytch                      | Моя маленькая Твайли искорка изменившая мою жизнь
 2      0.354 | FudzySparkle                   | Посланник в Эквестрии
 3      0.257 | Золотой камень                 | В две нитки
 4      0.256 | Золотой камень                 | Одна под безмолвным небом
 5      0.255 | lividus                        | Сегодня они проснулись не в себе
 6      0.253 | Anonymous                      | Кольцо 3 Реинкарнация Анонимуса Рабочее название
 7      0.248 | Hamuro                         | История сталкера в Fo E История I
 8      0.246 | Avrelia                        | Родные земли
 9      0.241 | Ivan_Magregor                  | Апокалипсис рождение Императора
10      0.236 | BlaadwinDufo                   | Девочка и Королева
11      0.234 | Legion2709                     | Песнь Жизни
12      0.224 | Stamerly Wings                 | The Day When I Found My Phobies
13      0.215 | Дядя Витя                      | Искры миров
14      0.212 | RusStarik                      | Добро пожаловать и до свидания
15       0.21 | PyatsotChetverty               | My little Sniper Объект 504
16       0.19 | Legion2709                     | Рождение спасительницы
17      0.175 | Angelripper                    | Меткостиратели
18      0.172 | Хеллфайр Файр                  | Fallout Equestria Виват Литтлпип
19      0.169 | Genosse_Mauser                 | Путь к миру
20      0.169 | kasket                         | ЧМ Повседневность
# ----------------------------------------------------------------------------
#  196 / 215 My_Little_Pony_Oblivion.fb2
# ----------------------------------------------------------------------------
 1       42.6 | Enotec                         | My Little Pony Oblivion
 2      0.914 | Bf109                          | Авиация Эквестрии
 3       0.57 | Minos                          | My little Scrolls Oblivion
 4      0.371 | DarkKnight                     | Солнце в рюкзаке
 5      0.356 | DarkKnight                     | Радужный Рыцарь
 6      0.354 | Золотой камень                 | Одна под безмолвным небом
 7      0.345 | Alex Unknown                   | Хроники одного гвардейца
 8       0.32 | Лесси Форест                   | Хроники Роя
 9      0.307 | HardwareWitchman               | Семь дней в Коппервилле
10      0.306 | Дарий                          | Война трех знамен
11      0.298 | Dor 3                          | Флаттершай в мэры
12      0.295 | Avrelia                        | Родные земли
13      0.289 | sasha4                         | Темная и Белая жизнь Пробуждение силы
14      0.284 | shadowiq                       | Новое начало
15      0.283 | Hamuro                         | История сталкера в Fo E История I
16      0.264 | Miku                           | Иная Эквестрия Чёрное и белое
17      0.261 | Angelripper                    | Меткостиратели
18      0.256 | Deus ex Delirium               | Последний древний
19      0.256 | Stamerly Wings                 | The Day When I Found My Phobies
20      0.254 | В облаках пушистых лапки       | Город на цепи
# ----------------------------------------------------------------------------
#  197 / 215 Voznesenie.fb2
# ----------------------------------------------------------------------------
 1      45.04 | FobosShadow                    | Вознесение
 2      1.088 | Хризолит                       | Эпоха полночных кошмаров
 3       0.67 | Bf109                          | Авиация Эквестрии
 4       0.63 | Acco                           | Единая Эквестрия
 5      0.477 | grevtsev                       | Чужеземец
 6       0.46 | Furry                          | Магистика
 7      0.429 | Золотой камень                 | Одна под безмолвным небом
 8      0.392 | Золотой камень                 | Сборник омегаверс драбблов
 9      0.384 | Avrelia                        | Родные земли
10      0.365 | kasket                         | ЧМ Повседневность
11       0.36 | Золотой камень                 | Эпоха полночных кошмаров Преемники
12      0.352 | Золотой камень                 | В две нитки
13      0.295 | GregoryMars                    | МЛП Месть Волка
14      0.289 | Archi                          | Hollow Shades
15      0.263 | shadow478                      | Лицо под маской
16      0.254 | LIZARMEN                       | АМК агентство магических катастроф
17      0.246 | Dim                            | Planescape сказка о приключенцах
18      0.246 | FaysT                          | Падение во тьму
19      0.244 | snow-of-changes.txt            | snow-of-changes.txt
20      0.242 | Romuald                        | Сказки небесного домика
# ----------------------------------------------------------------------------
#  198 / 215 Uchenitsa.fb2
# ----------------------------------------------------------------------------
 1     37.906 | nightdragone                   | Ученица
 2      3.939 | nightdragone                   | Защитник
 3      2.947 | nightdragone                   | Небольшая зарисовка из жизни Эквестрии
 4      2.012 | nightdragone                   | Чужая земля
 5      0.774 | TROVER                         | Математика разума
 6      0.699 | shadowiq                       | Новое начало
 7      0.501 | niklaykin                      | Извилистый путь
 8      0.381 | Золотой камень                 | Одна под безмолвным небом
 9      0.368 | Angelripper                    | Меткостиратели
10      0.326 | В облаках пушистых лапки       | Город на цепи
11      0.314 | Acco                           | Единая Эквестрия
12      0.313 | Хризолит                       | Эпоха полночных кошмаров
13       0.31 | Аська_Видт                     | Шанс
14      0.304 | Золотой камень                 | Сборник омегаверс драбблов
15      0.302 | Legion2709                     | Рождение спасительницы
16      0.287 | chelovekbeznika                | Чёрная метель
17      0.282 | kasket                         | ЧМ Повседневность
18      0.266 | BlaadwinDufo                   | Девочка и Королева
19      0.263 | Золотой камень                 | В две нитки
20      0.257 | Furry                          | Магистика
# ----------------------------------------------------------------------------
#  199 / 215 Ten_padshikh.fb2
# ----------------------------------------------------------------------------
 1     57.663 | Artes Septim                   | Тень падших
 2      0.494 | Дарий                          | Война трех знамен
 3      0.445 | Eriol                          | Властелин Колец Содружество это магия
 4      0.389 | В облаках пушистых лапки       | Город на цепи
 5      0.271 | DarkKnight                     | Солнце в рюкзаке
 6      0.251 | shadow478                      | Лицо под маской
 7      0.247 | axsel_1995                     | Затмение II Пламенное сердце
 8      0.222 | niklaykin                      | Извилистый путь
 9      0.212 | Genosse_Mauser                 | Путь к миру
10      0.203 | LIZARMEN                       | АМК агентство магических катастроф
11      0.197 | FaysT                          | Падение во тьму
12      0.186 | VIM                            | Влекомые роком
13      0.185 | Золотой камень                 | В две нитки
14      0.181 | Anonymous                      | Кольцо 2 Возвращение серого властелина
15      0.171 | Stamerly Wings                 | The Day When I Found My Phobies
16      0.171 | Acco                           | Единая Эквестрия
17      0.166 | deep                           | Полярная повесть
18      0.158 | Лесси Форест                   | Хроники Роя
19      0.158 | Moonwhisper                    | Вторая Жизнь том третий примирение с настоящим
20      0.155 | Бабаян                         | Некромантия
# ----------------------------------------------------------------------------
#  200 / 215 Skazka_o_tom_kak_umirayt_goroda_gosudarstva.fb2
# ----------------------------------------------------------------------------
 1      46.58 | Dim                            | Сказка о том как умирают города государства
 2      1.189 | Dim                            | Сказка о пути к Истине
 3      0.389 | Dim                            | Planescape сказка о леди и рыцаре
 4       0.35 | Avrelia                        | Родные земли
 5      0.336 | Dim                            | Сказка о новом Понивилле
 6      0.319 | Valdemar                       | Закон Эквестрии Союз Пяти Фигур
 7      0.264 | Dim                            | Сказка о павших божествах
 8      0.261 | Дарий                          | Война трех знамен
 9      0.209 | Alex Unknown                   | Хроники одного гвардейца
10      0.199 | Dim                            | Planescape сказка о Бестолочи
11      0.191 | Dim                            | Сказка о Последнем Походе
12      0.181 | Dim                            | Planescape сказка о приключенцах
13      0.178 | В облаках пушистых лапки       | Город на цепи
14      0.158 | lividus                        | Сегодня они проснулись не в себе
15       0.14 | T 80U                          | Эквестрия 84
16      0.137 | niklaykin                      | Извилистый путь
17      0.133 | Золотой камень                 | Дьявольский зной
18      0.132 | Dim                            | Сказка о славном городе Троттингем
19      0.118 | Mihaello                       | FoE Ответ
20      0.114 | MadIVIax                       | Песнь Солнца и Луны Чёрный Кристалл
# ----------------------------------------------------------------------------
#  201 / 215 Ya_drugaya.fb2
# ----------------------------------------------------------------------------
 1     40.341 | Legion2709                     | Я другая
 2      2.681 | Legion2709                     | Ласковый дождь
 3      1.297 | Legion2709                     | Рождение спасительницы
 4      1.102 | HardwareWitchman               | Семь дней в Коппервилле
 5      1.037 | Legion2709                     | Песнь Жизни
 6      0.537 | Bf109                          | Авиация Эквестрии
 7      0.433 | GORynytch                      | Моя маленькая Твайли искорка изменившая мою жизнь
 8       0.42 | Nox                            | Тяга к знаниям
 9       0.37 | grevtsev                       | Чужеземец
10       0.36 | Romuald                        | Сказки небесного домика
11      0.344 | Avrelia                        | Родные земли
12      0.309 | Pixel_Buster                   | Элементы дружбы
13      0.307 | VOY Баян                       | Сказки служивого Воя
14      0.293 | BlaadwinDufo                   | Девочка и Королева
15      0.289 | nightdragone                   | Небольшая зарисовка из жизни Эквестрии
16      0.277 | Золотой камень                 | Сборник омегаверс драбблов
17      0.265 | RusStarik                      | Добро пожаловать и до свидания
18      0.264 | Хеллфайр Файр                  | Fallout Equestria Виват Литтлпип
19       0.26 | Золотой камень                 | Одна под безмолвным небом
20       0.26 | Stamerly Wings                 | The Day When I Found My Phobies
# ----------------------------------------------------------------------------
#  202 / 215 Igra_bez_scheta.fb2
# ----------------------------------------------------------------------------
 1       44.3 | viperserj                      | Игра без счета
 2      0.544 | Legion2709                     | Ласковый дождь
 3       0.48 | Mister Karter                  | Пересечение миров
 4      0.472 | Shadowmere                     | Солдаты неба
 5      0.406 | T 80U                          | Эквестрия 84
 6      0.374 | MaitreSerge                    | Окно в Эквестрию
 7      0.328 | Drakon_ST_                     | Дракон из паралельного мира
 8      0.271 | Odd Meat                       | Жидкая тьма
 9      0.252 | Genosse_Mauser                 | Путь к миру
10      0.241 | defklo                         | Fallout Equestria Frozen Shores
11      0.234 | grevtsev                       | Чужеземец
12      0.234 | Dozornui                       | FO E Схватка в Разломе
13      0.234 | Moonwhisper                    | Вторая Жизнь том третий примирение с настоящим
14      0.234 | GORynytch                      | Моя маленькая Твайли искорка изменившая мою жизнь
15      0.231 | Bf109                          | Авиация Эквестрии
16      0.228 | В облаках пушистых лапки       | Город на цепи
17      0.224 | Archi                          | Hollow Shades
18      0.224 | HardwareWitchman               | Североморские истории
19      0.211 | Лоренциано                     | Необычное Задание или BlackWood не трогай пони
20      0.201 | Angelripper                    | Меткостиратели
# ----------------------------------------------------------------------------
#  203 / 215 Broni_skul_ptor_real_nosti.fb2
# ----------------------------------------------------------------------------
 1     52.896 | Reальный пониSkuльптор         | Брони скульптор реальности
 2      0.441 | Hamuro                         | История сталкера в Fo E История I
 3      0.429 | Dor 3                          | Флаттершай в мэры
 4       0.41 | Acco                           | Единая Эквестрия
 5       0.31 | Drakon_ST                      | Дракон из паралельного мира 2 0
 6      0.297 | Stamerly Wings                 | The Day When I Found My Phobies
 7      0.262 | В облаках пушистых лапки       | Город на цепи
 8      0.237 | Anonymous                      | Кольцо 3 Реинкарнация Анонимуса Рабочее название
 9      0.229 | Хризолит                       | Эпоха полночных кошмаров
10      0.219 | sasha4                         | Темная и Белая жизнь Пробуждение силы
11      0.208 | Artes Septim                   | Тень падших
12      0.197 | Legion2709                     | Рождение спасительницы
13      0.196 | TopT                           | Понь бледный
14      0.192 | Valdemar                       | Закон Эквестрии Союз Пяти Фигур
15      0.188 | Dim                            | Planescape сказка о леди и рыцаре
16      0.176 | FaysT                          | Падение во тьму
17      0.174 | PyatsotChetverty               | My little Sniper Объект 504
18      0.173 | Drakon_ST_                     | Дракон из паралельного мира
